branch_id_1	branch_id_2	omegaCany2spe_iqtree2	omegaCany2spe_iqtree3
23	33	0.0006	0.0006
23	34	0.0	0.0
23	35	1.0668	1.0669
23	36	1.2078	1.2081
23	37	1.2659	1.2661
23	38	0.8776	0.8778
23	40	0.6111	0.6112
23	41	0.0	0.0
23	42	0.0003	0.0003
23	43	2.5067	2.5071
23	44	0.916	0.9161
23	45	2.9046	2.9048
23	46	0.7514	0.7514
23	47	0.054	0.054
23	48	0.0787	0.0787
23	49	3.238	3.2387
23	50	0.4622	0.4622
23	51	1.9904	1.991
23	52	0.6904	0.6905
23	53	0.95	0.9502
23	54	15.4733	15.4782
23	55	0.48	0.4802
23	56	0.1166	0.1166
23	57	0.867	0.8673
23	58	2.382	2.3825
23	59	1.4538	1.454
23	61	1.1325	1.1329
23	62	3.4496	3.4504
24	29	0.1065	0.1066
24	30	0.0	0.0
24	31	5.3484	5.3502
24	32	2.921	2.9217
24	33		
24	34		
24	35	0.0	0.0
24	36	3.357	3.3582
24	37	0.3512	0.3513
24	38	0.4379	0.4381
24	40	14.8668	14.8708
24	41		
24	42	0.0	0.0
24	43	0.1187	0.1187
24	44	0.0	0.0
24	45	0.0023	0.0023
24	46	0.0491	0.0491
24	47	0.0	0.0
24	48	0.0001	0.0001
24	49	0.9128	0.9131
24	50	0.0625	0.0626
24	51	0.1368	0.1369
24	52	0.0	0.0
24	53	0.0	0.0
24	54	0.0	0.0
24	55	0.0002	0.0002
24	56	0.001	0.001
24	57	0.0495	0.0495
24	58	0.1292	0.1292
24	59	3.4791	3.48
24	61	0.0	0.0
24	62	0.2544	0.2545
25	29	0.5794	0.5794
25	30	0.0	0.0
25	31	0.0029	0.0029
25	32	26.8217	26.8248
25	33	inf	inf
25	34	0.0	0.0
25	35	0.0082	0.0082
25	36	0.0005	0.0005
25	37	0.0088	0.0088
25	38	0.0259	0.0259
25	40	0.001	0.001
25	41	0.0	0.0
25	42	0.0	0.0
25	43	0.0366	0.0366
25	44	0.4876	0.4877
25	45	0.6739	0.6739
25	46	0.0037	0.0037
25	47	0.0	0.0
25	48	0.0	0.0
25	49	0.036	0.036
25	50	0.0395	0.0395
25	51	0.0142	0.0142
25	52	0.0251	0.0251
25	53	0.1119	0.1119
25	54	0.4499	0.4501
25	55	0.6765	0.6767
25	56	0.2508	0.2509
25	57	0.2994	0.2995
25	58	0.115	0.1151
25	59	0.3049	0.3049
25	61	0.4597	0.4598
25	62	0.2434	0.2435
26	29	0.689	0.6892
26	30	0.0112	0.0112
26	31	0.0716	0.0716
26	32	0.1957	0.1957
26	33		
26	34	0.0	0.0
26	35	0.0101	0.0101
26	36	1.4008	1.4014
26	37	0.374	0.3741
26	38	0.341	0.3411
26	40	0.1018	0.1018
26	41	0.0	0.0
26	42	0.0293	0.0293
26	43	0.0033	0.0033
26	44	0.0784	0.0784
26	45	0.0208	0.0208
26	46	0.016	0.016
26	47	0.0815	0.0815
26	48	0.0035	0.0035
26	49	0.0106	0.0106
26	50	0.0379	0.0379
26	51	0.0291	0.0291
26	52	0.0074	0.0074
26	53	0.1699	0.17
26	54	0.7802	0.7806
26	55	7.588	7.592
26	56	0.8988	0.8993
26	57	1.8625	1.8631
26	58	0.1628	0.1628
26	59	0.1957	0.1958
26	61	2.6271	2.6281
26	62	0.1302	0.1302
27	29	22.7708	22.7727
27	30	0.0085	0.0085
27	31	3.6042	3.6047
27	32	0.2473	0.2473
27	33	36.1009	36.096
27	34	0.0	0.0
27	35	0.002	0.002
27	36	0.6304	0.6305
27	37	2.9603	2.9607
27	38	1.5883	1.5885
27	40	0.1208	0.1208
27	41	0.0002	0.0002
27	42	2.786	2.7865
27	43	0.0155	0.0155
27	44	0.2693	0.2694
27	45	1.4537	1.4538
27	46	5.7276	5.7275
27	47	1.3693	1.3697
27	48	0.0974	0.0974
27	49	2.1497	2.15
27	50	3.6184	3.6185
27	51	0.8639	0.864
27	52	1.0486	1.0488
27	53	0.3781	0.3782
27	54	0.0563	0.0563
27	55	0.9049	0.9051
27	56	0.6035	0.6036
27	57	1.3385	1.3387
27	58	0.4253	0.4254
27	59	1.2693	1.2694
27	61	1.3996	1.3999
27	62	0.3848	0.3848
28	29	6.0004	6.0012
28	30	0.847	0.8471
28	31	3.9516	3.9524
28	32	1.3201	1.3203
28	33	0.1318	0.1318
28	34	0.0016	0.0016
28	35	0.1667	0.1667
28	36	1.3975	1.3977
28	37	1.0658	1.066
28	38	0.9726	0.9727
28	40	1.6124	1.6125
28	41	0.0036	0.0036
28	42	0.8769	0.8771
28	43	0.1279	0.1279
28	44	3.2285	3.2289
28	45	4.8637	4.864
28	46	0.9437	0.9437
28	47	1.9401	1.9403
28	48	0.2682	0.2683
28	49	1.3982	1.3983
28	50	1.1098	1.1098
28	51	1.5447	1.545
28	52	3.9967	3.9977
28	53	3.3886	3.3891
28	54	1.323	1.3232
28	55	2.9661	2.9664
28	56	0.9776	0.9776
28	57	2.2933	2.2934
28	58	1.2822	1.2823
28	61	0.6699	0.67
28	62	0.954	0.9541
29	30	1.4645	1.4649
29	31	3.2795	3.2799
29	32	0.0078	0.0078
29	33	0.0	0.0
29	34	0.0	0.0
29	35	0.0004	0.0004
29	36	0.002	0.002
29	37	0.1661	0.1661
29	38	0.8386	0.8387
29	40	10.3209	10.3209
29	41	0.0	0.0
29	42	0.0005	0.0005
29	47	0.0005	0.0005
29	48	0.0042	0.0042
29	49	3.6567	3.657
29	50	1.5972	1.5971
29	52	3.7822	3.7827
29	53	0.3227	0.3227
29	54	0.0786	0.0786
29	55	0.0046	0.0046
29	56	0.0019	0.0019
29	57	0.0374	0.0374
29	58	0.0199	0.0199
29	61	0.2108	0.2108
29	62	0.6307	0.6307
30	31	0.2353	0.2354
30	32	0.0	0.0
30	33	0.0	0.0
30	34	0.0	0.0
30	35	0.463	0.4629
30	36	0.0004	0.0004
30	37	0.1124	0.1125
30	38	1.4096	1.4096
30	40	29.5316	29.537
30	41	0.0	0.0
30	42	0.0034	0.0034
30	43	0.0567	0.0567
30	44	0.0252	0.0252
30	45	0.0324	0.0324
30	46	0.0463	0.0463
30	49	0.0	0.0
30	50	1.5461	1.5463
30	51	0.1488	0.1488
30	52	0.0	0.0
30	53	0.0006	0.0006
30	54	0.016	0.016
30	55	20.4468	20.4444
30	56	24.7564	24.7516
30	57	41.1942	41.1892
30	61	0.1095	0.1095
30	62	2.9162	2.9165
31	32	0.0007	0.0007
31	33	0.0	0.0
31	34	0.0	0.0
31	35	6.4194	6.4204
31	40	0.7516	0.7517
31	41	0.0	0.0
31	42	0.0008	0.0008
31	43	50.6345	50.642
31	44	0.7094	0.7095
31	45	1.5915	1.5916
31	46	2.318	2.3183
31	47	0.0268	0.0268
31	48	2.8505	2.8514
31	49	0.0604	0.0604
31	50	3.5224	3.5227
31	51	1.3808	1.3812
31	52	0.0001	0.0001
31	53	0.0007	0.0007
31	54	0.0218	0.0218
31	55	0.3508	0.3509
31	56	0.0624	0.0624
31	57	0.0395	0.0395
31	58	0.499	0.4991
31	59	0.3286	0.3286
31	60	0.5771	0.5772
31	61	0.6868	0.687
31	62	0.6733	0.6734
32	33	0.0	0.0
32	34		
32	35	0.0	0.0
32	36	0.0113	0.0113
32	37	0.0733	0.0733
32	38	0.4505	0.4506
32	40	0.3975	0.3975
32	41	0.1732	0.1732
32	42	6.0133	6.0142
32	43	0.4479	0.4479
32	47	3.7286	3.7295
32	48	0.0119	0.012
32	49	0.5856	0.5855
32	50	4.8313	4.831
32	52	1.9492	1.9496
32	53	0.0387	0.0387
32	54	0.0487	0.0487
32	55	0.0058	0.0058
32	56	0.0128	0.0128
32	57	0.0479	0.0479
32	58	0.1306	0.1306
32	61	0.313	0.313
32	62	3.1748	3.1752
33	36	0.0	0.0
33	37	0.0153	0.0153
33	38	0.0739	0.0739
33	40	0.0	0.0
33	41		
33	42		
33	43	0.0	0.0
33	44	0.0	0.0
33	45	0.0	0.0
33	46	0.0	0.0
33	47	0.0	0.0
33	48	0.0	0.0
33	49	0.0	0.0
33	50	0.0	0.0
33	51	0.0007	0.0007
33	52	inf	inf
33	53	27.5885	27.5881
33	54	3.8381	3.8378
33	55	0.5006	0.5006
33	61	1.3099	1.3102
33	62	1.9032	1.9034
34	36	0.0	0.0
34	37	0.0046	0.0046
34	38	0.0064	0.0064
34	40		
34	41		
34	42	0.0	0.0
34	43	0.0	0.0
34	44	0.0	0.0
34	45	0.0	0.0
34	46	0.0	0.0
34	47	0.0	0.0
34	48	0.0	0.0
34	49		
34	50	0.0	0.0
34	51	0.0	0.0
34	52		
34	53	0.0	0.0
34	54	0.0	0.0
34	55	0.0	0.0
34	61	0.0	0.0
34	62	0.0004	0.0004
35	36	0.4841	0.4843
35	37	17.333	17.3388
35	38	3.5664	3.5673
35	40	5.2996	5.2999
35	41	0.0003	0.0003
35	42	0.0163	0.0164
35	43	2.0756	2.0756
35	44	0.4306	0.4308
35	45	0.008	0.008
35	46	0.0093	0.0093
35	47	0.0001	0.0001
35	48	0.2282	0.2282
35	49	0.0002	0.0002
35	50	1.247	1.2472
35	51	0.0341	0.0341
35	52	0.1086	0.1087
35	53	0.1069	0.1069
35	54	0.0816	0.0816
35	61	0.0622	0.0623
35	62	17.6091	17.6141
36	40	0.3757	0.3758
36	41	0.0113	0.0113
36	42	0.1105	0.1105
36	43	0.095	0.095
36	44	0.091	0.091
36	45	0.5124	0.5124
36	46	0.3511	0.3512
36	47	0.0092	0.0092
36	48	0.1248	0.1248
36	49	1.1171	1.1174
36	50	0.3222	0.3222
36	51	1.8484	1.8489
36	52	0.001	0.001
36	53	0.2359	0.236
36	54	0.0133	0.0133
36	55	0.0652	0.0653
36	56	0.5505	0.5507
36	57	0.3505	0.3506
36	58	1.2681	1.2683
36	59	4.1009	4.1016
36	60	2.7329	2.7334
36	61	3.6702	3.6712
36	62	2.9295	2.9301
37	40	2.4621	2.4625
37	41	0.0048	0.0048
37	42	0.1431	0.1431
37	43	2.054	2.0543
37	44	0.5474	0.5475
37	45	1.0996	1.0996
37	46	0.3342	0.3342
37	47	0.0043	0.0043
37	48	1.664	1.6644
37	49	1.9081	1.9084
37	50	0.7198	0.7198
37	51	0.7497	0.7498
37	52	0.269	0.2691
37	53	0.2348	0.2349
37	54	0.1921	0.1922
37	55	0.3865	0.3866
37	56	0.2785	0.2786
37	57	0.3684	0.3685
37	58	2.2203	2.2206
37	59	0.8131	0.8132
37	60	2.3001	2.3004
37	61	0.9686	0.9688
37	62	1.8417	1.842
38	40	1.4105	1.4107
38	41	0.0058	0.0058
38	42	0.0758	0.0758
38	43	0.1712	0.1712
38	44	0.4523	0.4524
38	45	0.8924	0.8924
38	46	1.8121	1.8123
38	47	0.009	0.009
38	48	2.6011	2.6018
38	49	0.1878	0.1878
38	50	0.6089	0.6089
38	51	1.3163	1.3166
38	52	0.2003	0.2004
38	53	0.2639	0.264
38	54	0.2582	0.2582
38	55	3.6651	3.6657
38	56	1.3201	1.3202
38	57	0.6257	0.6258
38	58	1.0898	1.09
38	59	0.7345	0.7346
38	60	1.1516	1.1517
38	61	2.5999	2.6003
38	62	1.0157	1.0158
40	41	0.0	0.0
40	42	0.0	0.0
40	43	0.3428	0.3428
40	44	2.8816	2.8817
40	45	1.7463	1.7461
40	46	1.9114	1.9113
40	47	0.0238	0.0238
40	48	7.5708	7.5724
40	52	0.0048	0.0048
40	53	0.0035	0.0035
40	54	0.1484	0.1484
40	55	22.5469	22.5527
40	56	91.4402	91.461
40	57	6.2269	6.2276
40	58	5.9313	5.9315
40	61	2.5427	2.5431
40	62	2.0715	2.0718
41	43	0.5329	0.5331
41	44	0.0187	0.0187
41	45	0.0022	0.0022
41	46	0.0295	0.0296
41	47	0.0001	0.0001
41	48	0.0	0.0
41	49	0.0	0.0
41	50	0.0032	0.0032
41	51	0.0008	0.0008
41	52	0.0012	0.0012
41	61	0.0	0.0
41	62	0.0029	0.0029
42	43	4.4994	4.5
42	44	1.116	1.1162
42	45	0.3346	0.3346
42	46	0.0735	0.0735
42	47	0.0014	0.0014
42	48	0.0406	0.0406
42	49	0.0001	0.0001
42	50	0.0029	0.0029
42	51	0.0237	0.0237
42	61	0.0095	0.0095
42	62	0.6236	0.6238
43	47	54.6616	54.6749
43	48	0.119	0.119
43	49	15.4233	15.4241
43	50	3.8579	3.8578
43	52	0.0317	0.0317
43	53	1.9375	1.9377
43	54	4.4189	4.4197
43	55	6.3853	6.3872
43	56	0.508	0.5082
43	57	0.0255	0.0255
43	58	0.1526	0.1526
43	61	0.0215	0.0215
43	62	0.5921	0.5922
44	47	0.5305	0.5305
44	48	0.0244	0.0244
44	49	1.0988	1.0988
44	50	1.693	1.693
44	52	1.483	1.4833
44	53	0.0749	0.0749
44	54	0.1848	0.1848
44	55	0.2028	0.2028
44	56	0.0169	0.0169
44	57	0.0073	0.0073
44	58	0.1147	0.1147
44	61	0.4651	0.4652
44	62	1.0884	1.0885
45	47	10.932	10.9334
45	48	0.0338	0.0338
45	49	0.6769	0.6769
45	50	1.1782	1.1781
45	52	4.6773	4.6776
45	53	0.0126	0.0126
45	54	0.2945	0.2946
45	55	0.0574	0.0574
45	56	0.0501	0.0501
45	57	0.1385	0.1385
45	58	0.562	0.562
45	61	0.0573	0.0573
45	62	0.679	0.679
46	47	19.1886	19.1914
46	48	0.0461	0.0461
46	49	1.6575	1.6575
46	52	0.9056	0.9056
46	53	0.7489	0.7489
46	54	12.6814	12.6828
46	55	0.3708	0.3709
46	56	0.9198	0.92
46	57	0.8701	0.8702
46	58	1.5086	1.5086
46	61	3.2843	3.2846
46	62	0.5546	0.5547
47	49	49.3554	49.3696
47	50	3.5307	3.5313
47	51	5.268	5.269
47	52	0.0002	0.0002
47	53	0.2676	0.2677
47	54	44.0854	44.0859
47	55	12.1311	12.1296
47	56	8.8573	8.8554
47	57	9.1423	9.1411
47	61	0.0272	0.0272
47	62	0.0713	0.0713
48	49	0.0936	0.0936
48	50	0.1538	0.1538
48	51	0.773	0.7732
48	52	0.0016	0.0016
48	53	0.0522	0.0522
48	54	1.4154	1.4155
48	55	1.0018	1.0018
48	56	1.8324	1.8323
48	61	10.3258	10.3289
48	62	1.0672	1.0674
49	52	0.0	0.0
49	53	0.0002	0.0002
49	54	0.0141	0.0141
49	55	0.6775	0.6777
49	56	2.4545	2.4552
49	57	0.8447	0.8448
49	58	2.5557	2.5559
49	61	0.1596	0.1596
49	62	1.064	1.0642
50	52	0.0272	0.0272
50	53	0.0487	0.0487
50	54	0.385	0.385
50	55	0.6461	0.6462
50	56	1.7729	1.7732
50	57	0.5227	0.5227
50	58	1.3173	1.3173
50	61	0.0874	0.0874
50	62	0.3973	0.3973
51	52	0.8797	0.88
51	53	0.8463	0.8465
51	54	2.4399	2.4404
51	55	0.6421	0.6422
51	56	1.6286	1.6288
51	57	0.4388	0.4389
51	61	0.8548	0.8551
51	62	1.5917	1.592
52	61	0.1257	0.1257
52	62	1.2436	1.244
53	61	0.0189	0.0189
53	62	2.3076	2.308
54	61	0.2843	0.2844
54	62	0.251	0.251
55	61	8.5595	8.5628
55	62	6.3978	6.3993
56	61	1.9259	1.9268
56	62	2.1245	2.1248
57	61	0.1654	0.1655
57	62	1.2047	1.2048
58	61	2.1528	2.1533
58	62	1.1768	1.177
59	61	0.3923	0.3924
59	62	0.9689	0.9689
60	61	0.4821	0.4822
